title,body,date,url,source,image,compound
The company cuts 19% of workforce; shares tank on earnings miss,"... company chose to make, and said the layoffs would be effective that day. ... Affirm Holdings Inc. website home screen on a laptop computer in an arranged...",2023-02-08,https://www.cnbc.com/2023/02/08/affirm-cuts-19percent-of-workforce-shares-tank-on-earnings-miss.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=VxH5472fFzcBw3MbO5MG1701422066.231594,-0.25229542774999997
The company seeks new sponsor banks as it shifts to interest-bearing ...,"Affirm Holdings Inc. is seeking new sponsor banks to diversify the sources of loan originations, as the buy-now, pay-later platform comes under pressure to...",2023-02-10,https://www.spglobal.com/marketintelligence/en/news-insights/latest-news-headlines/affirm-seeks-new-sponsor-banks-as-it-shifts-to-interest-bearing-loans-74245833,S&P Global,https://audiospace-1-u9912847.deta.app/getnewspic?id=U3ID7yu4ohatdY5q2MTf1701422066.3269298,0.12791895900000003
The company cuts 500 employees,"Buy now, pay later provider Affirm is cutting about 19% of its workforce, the San Francisco-based company told employees, analysts and investors Wednesday.",2023-02-09,https://www.paymentsdive.com/news/affirm-posts-loss-cuts-employees-expenses-bnpl-payments-loans/642377/,Payments Dive,https://audiospace-1-u9912847.deta.app/getnewspic?id=3ktnNyK8C3W6F7oJdfbX1701422066.4076676,-0.063166792
"The company partners with Stripe to expand offering of buy now, pay ...","May 31 (Reuters) - Affirm Holdings Inc is partnering with digital payments processor Stripe Inc to offer buy now, pay later services to Stripe users in the...",2022-05-31,https://www.reuters.com/markets/us/affirm-partners-with-stripe-expand-offering-buy-now-pay-later-services-2022-05-31/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=lflenTjVJ3NEMVfRl0OJ1701422066.4954927,0.20590944875
"The company to Acquire PayBright, One of Canada's Leading Buy ...",Affirm is purpose-built from the ground up to provide consumers and merchants with honest financial products and services that improve their lives. We are...,2020-12-03,https://www.businesswire.com/news/home/20201203005862/en/Affirm-to-Acquire-PayBright-One-of-Canada%E2%80%99s-Leading-Buy-Now-Pay-Later-Providers-for-CAD-340-Million,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=z9iuJAZO2aegZvukfPft1701422066.582822,0.3778577865
Morgan Stanley Makes $100-Million Move on Fintech Startup ...,"Startup lender Affirm Inc. is adding debt from. Morgan Stanley MS 1.75%increase; green up pointing triangle. as it seeks to increase its loans for tickets,...",2016-10-13,http://www.wsj.com/articles/morgan-stanley-makes-100-million-move-on-fintech-startup-affirm-inc-1476352982,The Wall Street Journal,https://audiospace-1-u9912847.deta.app/getnewspic?id=kZsO7QrYMB29TA3eI0Kr1701422066.779591,0.163219863
Why Apple's BNPL Just Became a Nightmare for The company and Block,Apple is making big strides toward being a finance company and it is crushing the shares of Affirm and Block. Apple (ticker: AAPL) announced Monday that it...,2022-06-10,https://www.barrons.com/articles/apple-pay-later-affirm-block-stock-51654811913,Barron's,https://audiospace-1-u9912847.deta.app/getnewspic?id=eqF3h3Hm0EhSw3BUYcGU1701422066.9212623,-0.48391185000000003
The company stock soars on new deal with Amazon Pay,"Merchants using Affirm have reported 60% higher average order values than other payment methods, per the company, which also sees 88% of Affirm purchases are...",2023-06-07,https://finance.yahoo.com/news/affirm-stock-soars-on-new-deal-with-amazon-pay-151528851.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=OpAmc4BmnCS90mVlaqQI1701422067.0145247,0.1144473365
The company scans landscape for acquisitions,"With plenty of cash on hand, Affirm CEO Max Levchin considers acquisitions as one of many routes for the buy now-pay later company to continue its growth.",2022-08-26,https://www.paymentsdive.com/news/affirm-acquisitions-mergers-BNPL-payments-credit/630615/,Payments Dive,https://audiospace-1-u9912847.deta.app/getnewspic?id=JMbDx8CfRdYxQZywMIxt1701422067.094246,0.027957493
The company's revenue growth is being driven by Amazon and Shopify,"During the last quarter, Affirm's gross merchandise volume [GMV] reached $4.5 billion, a 115% year-over-year jump, which the company credited to its recent e-...",2022-02-11,https://www.modernretail.co/platforms/affirms-revenue-growth-is-being-driven-by-amazon-and-shopify/,Modern Retail,https://audiospace-1-u9912847.deta.app/getnewspic?id=GYJHwtigboI8i0tqnQRY1701422067.9702976,0.062471611999999996
"The company expands Amazon partnership as buy now, pay later ...",Nov 10 (Reuters) - Affirm Holdings Inc (AFRM.O) said on Wednesday it had expanded its partnership with Amazon and reported quarterly revenue above Wall...,2021-11-10,https://www.reuters.com/business/finance/affirm-revenue-rises-55-bnpl-volumes-users-jump-2021-11-10/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=qQBqGLgCmB1SnWpwpkvs1701422068.0201697,0.23523828700000002
"The company Raises $100 Million, Bucking the 'Down Round' Trend ...","Affirm, a San Francisco-based consumer lending company, said on Tuesday that it had raised $100 million in new funding, at a time when start-up fund-raising...",2016-04-12,https://www.nytimes.com/2016/04/13/technology/affirm-raises-100-million-bucking-the-down-round-trend.html,The New York Times,https://audiospace-1-u9912847.deta.app/getnewspic?id=BIrweJzpYCfehZTJWZ111701422068.0717294,0.125900593
The company (AFRM) Option Traders Bullish Ahead of Earnings,"Investors have bid up the share prices of Affirm Holdings, Inc. (AFRM) ahead of the company's fiscal fourth quarter earnings announcement. At first glance...",2021-09-09,https://www.investopedia.com/affirm-afrm-option-traders-bullish-ahead-of-earnings-5200728,Investopedia,https://audiospace-1-u9912847.deta.app/getnewspic?id=V8iEN9j2WeamiPQ8mSBY1701422068.1195366,0.17889191066666665
"The company Holdings prices U.S. IPO above target range, raises ...","(Reuters) - Affirm Holdings Inc, a U.S. provider of installment loans to online shoppers, said on Wednesday it sold shares in its initial public offering...",2021-01-12,https://www.reuters.com/article/us-affirm-holdings-ipo-idINKBN29I00E/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=P3SOvXMNCCaDps8Hh18f1701422068.191777,0.214341054
"The company (AFRM) Q1 Earnings Beat on High Transactions, View Up","Affirm Holdings, Inc. AFRM reported a third-quarter fiscal 2023 adjusted loss of 69 cents per share, which was narrower than the Zacks Consensus Estimate of...",2023-05-10,https://finance.yahoo.com/news/affirm-afrm-q1-earnings-beat-151703358.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=5cEgpTRKU2LJNEMx2xyV1701422068.2765834,0.072032176
A warning sign for the buy-now-pay-later app The company,A stack of credit cards. Securitization packages of buy-now-pay-later loans from Affirm Holdings Inc. are falling in price for investors to buy while becoming...,2022-06-07,https://www.latimes.com/business/story/2022-06-07/affirm-app-loan-value,Los Angeles Times,https://audiospace-1-u9912847.deta.app/getnewspic?id=fmaBJhkny3bQT1hPSTUE1701422068.324812,-0.315633079
"The company soars on buy now, pay later pact with Amazon","Aug 27 (Reuters) - Affirm Holdings Inc (AFRM.O) shares surged 43% on Friday after the company partnered with Amazon.com Inc (AMZN.O) to make its buy now,...",2021-08-27,https://www.reuters.com/business/retail-consumer/affirm-amazon-partner-enable-pay-over-time-feature-2021-08-27/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=Q4hkMjILE1kDaqVRzzAJ1701422068.3934166,0.10025308
The company shares surge 20% after online lender partners with Target ahead of holiday shopping season,An Affirm spokesperson confirmed the Target deal and said in an email to CNBC that a recent survey conducted by the company showed more than half of Americans “...,2021-10-06,https://www.cnbc.com/2021/10/06/affirm-stock-jumps-on-deal-with-target-ahead-of-holiday-shopping.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=TGh2YWYo0ss2WbsPkk201701422068.4418411,0.32442393059999997
Fidelity (FIS) and The company Unite to Drive Merchant Revenues,The company derives part of its revenues from transaction processing fees paid by merchants. This revenue stream is recurring and will rise further as the...,2023-06-01,https://finance.yahoo.com/news/fidelity-fis-affirm-unite-drive-143400537.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=odwAS8ePHM6SSx7ZQOMB1701422066.1381068,0.3398365336666666
The company Holdings Becomes 2nd Company This Weekend To Delay Initial Public Offering,"Affirm's technology lets shoppers, including customers of Walmart Inc (NYSE: WMT) and Expedia Group Inc (NASDAQ: EXPE), pay for goods in installments using...",2020-12-13,https://finance.yahoo.com/news/affirm-holdings-becomes-2nd-company-174830112.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=OcAAeooraUipmxXakvK41701422066.1834817,-0.14017447566666666
"The company CEO Sees 'Roadmap' in CFPB's Buy Now, Pay Later ...","Already a subscriber? Log in to keep reading or access research tools. Log In. © 2023 Bloomberg Industry Group, Inc.",2022-09-15,https://news.bloomberglaw.com/banking-law/affirm-ceo-sees-roadmap-in-cfpbs-buy-now-pay-later-report,Bloomberg Law News,https://audiospace-1-u9912847.deta.app/getnewspic?id=qDc2eYRNFQ2MmBUgo15h1701422066.2256634,0.1573701885
The company CEO Says Next Recession Will Silence Fintech ...,"With shares of the buy now, pay later company down 77% from November, Max Levchin says firm's lending models will set it apart · What to Read Next...",2022-08-13,https://www.wsj.com/articles/affirm-ceo-says-next-recession-will-silence-fintech-lenders-doubters-11660365630,The Wall Street Journal,https://audiospace-1-u9912847.deta.app/getnewspic?id=zPTwvEMEMv1XJ2XofrO71701422066.2711353,-0.19700538550000002
"The company Holdings, Inc. (NASDAQ:AFRM) Might Not Be As ...",Affirm Holdings certainly has been doing a good job lately as it's been growing revenue more than most other companies. It might be that many expect the strong...,2023-04-17,https://finance.yahoo.com/news/affirm-holdings-inc-nasdaq-afrm-125532069.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=UnlvB1fyx38dl32uojAL1701422066.3422334,-0.625
Could The company Holdings Become the Next PayPal?,Affirm is a tiny fish in a sea of fintech companies. Its platform is popular but deeply unprofitable. The company still has a long...,2022-04-21,https://www.fool.com/investing/2022/04/21/could-affirm-holdings-become-the-next-paypal/,The Motley Fool,https://audiospace-1-u9912847.deta.app/getnewspic?id=beycTdxNeczNFZiEP3NL1701422066.4534957,0.0
The company Reinvents Credit for 21st Century,"LAS VEGAS--(BUSINESS WIRE)--MONEY 20/20 -- Affirm, Inc., the company started by serial entrepreneur Max Levchin to provide fair and honest financial...",2017-10-23,https://www.businesswire.com/news/home/20171023005381/en/Affirm-Reinvents-Credit-for-21st-Century,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=se5OaB6n2szAvAJfbYgi1701422066.7264345,0.192192596
Square takes on The company with point-of-sale installment loans,"Shoppers who buy big-ticket items from Square merchants will now have the option to pay via installment loans, the company said today. Square will offer the...",2018-10-04,https://www.fastcompany.com/90245235/square-takes-on-affirm-with-point-of-sale-installment-loans,Fast Company,https://audiospace-1-u9912847.deta.app/getnewspic?id=ZGpbmK9L9pCHqjYYoYy11701422066.7734666,0.05477094866666666
PayPal co-founder raises $275 million to reinvent credit,"Affirm is not chartered as a bank, but the company will be launching additional payments options and products aimed at the unbanked population, Levchin says.",2015-05-06,https://fortune.com/2015/05/06/affirm-raises-275-million/,Fortune,https://audiospace-1-u9912847.deta.app/getnewspic?id=HwGxQmGzKYWQAUQyCEIR1701422066.8212101,0.1590465945
Max Levchin’s The company raises $200 million at a nearly $2 billion valuation,"The San Francisco-based company confirmed that it's raising $200 million, led by GIC, a Singaporean sovereign wealth fund. Existing investors Khosla Ventures...",2017-12-11,https://techcrunch.com/2017/12/11/max-levchins-affirm-raised-200-million-at-nearly-2-billion-valuation/,TechCrunch,https://audiospace-1-u9912847.deta.app/getnewspic?id=FjiMRCKAGGdlrEKy21lw1701422070.746023,0.13196108466666667
The company Stock: Bear vs. Bull,"The buy now, pay later company faces brutal near-term headwinds. ×. Affirm Holdings' (AFRM 4.18%) stock price tumbled 21% on Aug.",2022-08-30,https://www.fool.com/investing/2022/08/30/affirm-stock-bear-vs-bull/,The Motley Fool,https://audiospace-1-u9912847.deta.app/getnewspic?id=zNYj1V5HcWDxUgQMQVrv1701422070.813476,0.117922934
Fintech startup The company aims for over $9 billion valuation in U.S. ...,"(Reuters) - Affirm Holdings Inc, founded by PayPal Holdings Inc co-founder Max Levchin, is aiming for a valuation of over $9 billion in its initial public...",2021-01-05,https://www.reuters.com/article/us-affirm-ipo/fintech-startup-affirm-aims-for-over-9-billion-valuation-in-u-s-ipo-idUSKBN29A1Y9,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=7OVbHO6kHnnBT8WBdbpo1701422070.9190292,0.0
The company CEO explains why the company 'is unique' in the buy ...,"13, JPMorgan Chase CEO Jamie Dimon said the nation's largest bank ""will spend whatever we have to spend to compete with all these folks in our space"" given that...",2021-10-31,https://finance.yahoo.com/news/why-affirm-is-unique-in-the-buy-now-pay-later-space-ceo-144629970.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=5px9Lk0X4TXhVLhjtkkD1701422071.0368671,0.0
The company to Participate in Upcoming Investor Conferences,"SAN FRANCISCO--(BUSINESS WIRE)--Affirm Holdings, Inc. (NASDAQ: AFRM), the payment network that empowers consumers and helps merchants drive growth,...",2023-05-03,https://www.businesswire.com/news/home/20230503005710/en/Affirm-to-Participate-in-Upcoming-Investor-Conferences,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=0SfkTj6FqPjYypPKr4Pa1701422071.1330574,0.0
Max Levchin's The company pops nearly 100% in market debut,The company allows customers to finance online purchases that can be paid back in monthly installments without accruing compounding interest. It works with...,2021-01-13,https://www.cnbc.com/2021/01/13/affirm-ipo-afrm-starts-trading-on-nasdaq.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=E50vOD019CMMo1luZaVx1701422071.2130551,0.06614987966666667
"'Buy Now, Pay Later' Company The company Hit With Shareholder ...","'Buy Now, Pay Later' Company Affirm Hit With Shareholder Derivative Suit. This case was first surfaced by Law.com Radar.",2023-05-25,https://www.law.com/2023/05/25/buy-now-pay-later-company-affirm-hit-with-shareholder-derivative-suit/,Law.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=gBCbJWa4IfPoc0gzANzK1701422071.2755527,0.0020541694999999943
"The company (AFRM) Falls 18% on Q2 Earnings Miss, Trims '23 View","Affirm Holdings, Inc.'s AFRM shares dropped 18.2% since it reported second-quarter fiscal 2023 results on Feb 8, 2023. The quarterly results might have been...",2023-02-15,https://finance.yahoo.com/news/affirm-afrm-falls-18-q2-165104396.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=EGplyWvGRqbnK7abxFyo1701422071.3697774,-0.24482810674999997
"Fintech Trailblazer: Max Levchin, CEO and Founder of The company","Levchin and Thiel later rebranded the company as Confinity - and developed the Paypal product, which enabled in those early days, the digital transfer of funds...",2023-02-13,https://fintechmagazine.com/financial-services-finserv/fintech-trailblazer-max-levchin-ceo-and-founder-of-affirm,FinTech Magazine,https://audiospace-1-u9912847.deta.app/getnewspic?id=AnINu7sZbaTdV6EJng7q1701422071.4477088,0.152059727
The company Stock: Will it be a Long-Term Winner? - TipRanks.com,"Affirm Holdings, Inc. (NASDAQ: AFRM), one of America's largest buy now pay later (BNPL) companies, offers a digital and mobile-first commerce platform.",2022-05-13,https://www.tipranks.com/news/article/affirm-stock-will-it-be-a-long-term-winner,Tipranks,https://audiospace-1-u9912847.deta.app/getnewspic?id=6HreKyR2KOoEccAH9dIc1701422078.2702024,0.505642022
3 Red Flags for The company Holdings' Future,"To offset that pressure, Affirm needs to charge its users higher interest rates and raise its merchant fees. But in its latest 10-Q filing, the company warns...",2022-06-13,https://www.fool.com/investing/2022/06/13/3-red-flags-for-affirm-holdings-future/,The Motley Fool,https://audiospace-1-u9912847.deta.app/getnewspic?id=yb2dcMWmhbttNuo7pXr81701422078.3228571,0.1706361925
Is The company Holdings Stock a Buy Now?,"Fintech company Affirm Holdings (AFRM 2.58%) certainly has a lot of traits that should make for a great investment. Buy now, pay later (BNPL) is a new and...",2022-07-18,https://www.fool.com/investing/2022/07/18/is-affirm-holdings-stock-a-buy-now/,The Motley Fool,https://audiospace-1-u9912847.deta.app/getnewspic?id=PyCKGfqaOZDk5gZNcQfV1701422078.371568,0.0
Money smarts arouse passion in millennials,"According to a new survey from buy-now, pay-later company Affirm, millennials see the ability to manage finances as the No. 1 attractive trait in a partner...",2022-01-11,https://www.reuters.com/lifestyle/money-smarts-arouse-passion-millennials-2022-01-12/,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=cr8RKC9Kdlo6Ateuw1UA1701422078.4586637,0.5905942285000001
"Fintech Company The company Unveils Updated Brand, New Logo ...",Affirm is returning long-lost control and transparency to financial services in an effort to unlock financial possibilities for consumers. Affirm's updated...,2018-11-13,https://www.businesswire.com/news/home/20181113005394/en/Fintech-Company-Affirm-Unveils-Updated-Brand-New-Logo-and-Shopping-Features-in-Time-for-the-Holidays,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=GYWs7mTGI8F6wPXqAnIB1701422078.5350764,0.128641593
The company users jolted by multiple charges,"The company added: “While Affirm is not able to reverse the duplicate pending charges, they will be corrected by a user's financial institution and will no...",2023-01-13,https://www.paymentsdive.com/news/affirm-bnpl-multiple-charges-snafu-payments-installment-loans/640422/,Payments Dive,https://audiospace-1-u9912847.deta.app/getnewspic?id=Qn5UrO3Hdg25NpjtD90h1701422078.594202,-0.21405568000000003
Shopify Takes On Amazon in Payments Tie-up With The company,"TV Shows. July 22nd, 2020, 12:07 PM PDT. Max Levchin, chief executive officer of Affirm Inc., discusses his company's partnership with Shopify Inc. He speaks...",2020-07-22,https://www.bloomberg.com/news/videos/2020-07-22/affirm-shopify-take-on-amazon-in-payments-space-video,Bloomberg.com,https://audiospace-1-u9912847.deta.app/getnewspic?id=lpTYqExmiD83YXcg4Svp1701422078.657305,-0.071533022
"The company Buy Now, Pay Later Review 2023 – Forbes Advisor","Affirm also considers any previous financing you've had with the company, including: How long you've been using Affirm; How many Affirm loans you're...",2023-05-18,https://www.forbes.com/advisor/personal-loans/affirm-review/,Forbes,https://audiospace-1-u9912847.deta.app/getnewspic?id=o9VlUPbAlj2TYMIB7Ikx1701422078.7081563,0.10908800699999999
The company IPO: 5 things to know about the fintech company shaking up online credit,"Financial technology company Affirm Holdings Inc. AFRM, which allows consumers to split purchases into installments, has filed for an initial public offering,...",2020-12-01,https://www.marketwatch.com/story/affirm-ipo-5-things-to-know-about-the-fintech-company-shaking-up-online-credit-11606846732,MarketWatch,https://audiospace-1-u9912847.deta.app/getnewspic?id=BJ4vQAJXxNiXwZppi0vc1701422078.7510834,0.109706628
"The potential downsides of buy now, pay later programs like The company and Afterpay","But if you miss a payment, you are likely on the hook for a late fee, and what you owe could be sent to a debt collector, depending on the company, the CFPB...",2021-08-04,https://www.cnbc.com/2021/08/04/downsides-of-buy-now-pay-later-programs-like-affirm-and-afterpay.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=1BRLbb041DrX3Xo7DeX41701422073.8462517,0.07234829074999999
Max Levchin's The company spins out independent B2B financing ...,"Affirm, a financial services company led by former PayPal CTO Max Levchin, is spinning out a new independent company focused on B2B commerce. As a refresher...",2019-04-23,https://www.zdnet.com/finance/max-levchins-affirm-spins-out-independent-b2b-financing-company-resolve/,ZDNet,https://audiospace-1-u9912847.deta.app/getnewspic?id=6N9HRF00qEiN26ObazDh1701422073.9745686,-0.042515194000000006
"Stocks making the biggest moves after hours: Disney, Mattel, Wynn Resorts, The company and more","Stocks making the biggest moves after hours: Disney, Mattel, Wynn Resorts, Affirm and more · Disney — Shares of the entertainment company rose more than 6% after...",2023-02-08,https://www.cnbc.com/2023/02/08/stocks-moving-big-after-hours-dis-mat-wynn.html,CNBC,https://audiospace-1-u9912847.deta.app/getnewspic?id=paMIaGclg9GVBxxYmM8i1701422074.2088487,0.14956814699999998
"Insider Q&A: Max Levchin, founder and CEO of The company",... company that is publicly traded. Affirm's stock has lost nearly 80% of its value this year as soaring inflation made investors doubt the future of buy now...,2022-09-05,https://apnews.com/article/inflation-earnings-ee0bc9ca9b39128c414b7ce66bd335dd,AP News,https://audiospace-1-u9912847.deta.app/getnewspic?id=VjKerbJnQWxBk8OCt4nQ1701422074.31075,0.152059727
How Does The company Work?,"Affirm is a buy now, pay later (BNPL) service that allows merchants to provide flexible payment plans for their customers without hidden fees or gimmicks.",2021-05-13,https://www.investopedia.com/how-does-affirm-work-5183684,Investopedia,https://audiospace-1-u9912847.deta.app/getnewspic?id=A2SyqwS6nDLMiAe7NRkV1701422074.3842254,0.509703139
The company Provides Business Performance Update,"SAN FRANCISCO--(BUSINESS WIRE)--Affirm Holdings, Inc. (NASDAQ: AFRM) (“Affirm” or the ""Company”), the payment network that empowers consumers and helps...",2022-03-14,https://www.businesswire.com/news/home/20220314005431/en/Affirm-Provides-Business-Performance-Update,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=zJ8opLZ0mDbcPiR5vsQS1701422074.4674768,0.15405841899999997
Will The company replace the debit card? It's going to try,"Buy now, pay later platform Affirm is about to go toe-to-toe with a standard bearer in the payments space: the good old-fashioned debit card. The company...",2021-10-01,https://finance.yahoo.com/news/will-affirm-replace-the-debit-card-its-going-to-try-162503277.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=wWWtYJhwWhggRf4LlBTZ1701422074.5265832,-0.069857098
The company Introduces In-Store Capabilities,"Today, Affirm shoppers get the flexibility to buy now and make simple monthly payments for their purchases. Unlike payment options that have compounding...",2018-03-19,https://www.businesswire.com/news/home/20180319005297/en/Affirm-Introduces-In-Store-Capabilities,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=pIGoaEA1Q8yd27QzuGrR1701422074.5847275,0.881294943
The company to acquire returns startup Returnly for $300M,"The company is acquiring Returnly, which gives eligible consumers instant merchant credit upon initiating a return, as U.S. consumers have returned more...",2021-04-22,https://www.retaildive.com/news/affirm-to-acquire-returns-startup-returnly-for-300m/598875/,Retail Dive,https://audiospace-1-u9912847.deta.app/getnewspic?id=oHo3wqnPszWmUY0Tqllk1701422074.632823,0.128641593
"Amazon launching The company's 'buy now, pay later' option in Canada",... company Affirm north of the border. Affirm said on Thursday in a press release that purchases on Amazon.ca of at least $50 will be eligible for the pay-over...,2022-09-22,https://ca.finance.yahoo.com/news/amazon-launching-affirms-buy-now-pay-later-option-in-canada-185147520.html,Yahoo Finance,https://audiospace-1-u9912847.deta.app/getnewspic?id=9MMfQS78uoVeoc3nbxR31701422074.6525216,0.008548573999999996
The company acquires budgeting app Sweep to expand into personal finance,"affirm-sweep. Online lending company Affirm has announced it is acquiring Sweep, an app-based personal finance tool. The move comes just two weeks after Affirm...",2016-04-27,https://techcrunch.com/2016/04/27/affirm-acquires-budgeting-app-sweep-to-expand-into-personal-finance/,TechCrunch,https://audiospace-1-u9912847.deta.app/getnewspic?id=0DpZWFnCEX6vgQmfqu431701422074.713924,0.187953336
"The company mulls consumer, merchant fee increases","Affirm's interest rates and other loan terms vary, depending on consumers and the merchants they purchase from. A spokesman for the company declined to comment...",2022-12-02,https://www.paymentsdive.com/news/affirm-consumer-merchant-fee-interest-rate-increases/637808/,Payments Dive,https://audiospace-1-u9912847.deta.app/getnewspic?id=IXhuaaAYUSiqddv9jG4p1701422074.7568815,0.16494122
Max Levchin’s The company seeks capital amid surge in fintech funding,"Affirm, founded by PayPal's Max Levchin, is said to be raising as much as $1.5 ... company's fundraising activities. Josh Kushner's New York venture capital...",2019-09-12,https://techcrunch.com/2019/09/12/affirm-fintech-explosion/,TechCrunch,https://audiospace-1-u9912847.deta.app/getnewspic?id=1xcYrONECvEevOKDI6xm1701422074.8081033,0.312820431
The company Expands into Education Financing,Affirm is a financial services technology company that is reimagining consumer finance by providing consumers new and innovative ways of financing their...,2015-07-14,https://www.businesswire.com/news/home/20150714006296/en/Affirm-Expands-into-Education-Financing,Business Wire,https://audiospace-1-u9912847.deta.app/getnewspic?id=vqw36xaV9x0wBV3zuafN1701422074.8573294,0.36523789500000003
Fintech startup The company's IPO filing shows revenue surge amid ...,"(Reuters) - Lending startup Affirm Holdings Inc disclosed its application ... The company, founded by PayPal Holdings Inc PYPL.O co-founder Max Levchin...",2020-11-18,https://www.reuters.com/article/us-affirm-ipo-idUKKBN27Y30R,Reuters,https://audiospace-1-u9912847.deta.app/getnewspic?id=6kiS0VqRTmy8qbXPFmeW1701422074.9124937,0.440160662
Be Cautious With The company in a Rising-Rate Environment,"Affirm stock has shot up in recent days, but be careful with Federal Reserve interest rates on the rise. The buy-now-pay-later (BNPL) company Affirm (AFRM...",2022-05-19,https://www.fool.com/investing/2022/05/19/be-cautious-with-affirm-in-a-rising-rate-environme/,The Motley Fool,https://audiospace-1-u9912847.deta.app/getnewspic?id=goauvYY6fvMcxJpKQHfU1701422074.960088,0.258191031
